seq_no.,module,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_string,motif_list
985,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
986,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
987,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
988,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
989,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
990,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
991,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
992,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
993,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
994,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
995,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
996,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
997,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
998,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
999,3,0,0,0,0,1,1,"motif_5,motif_6","['motif_5', 'motif_6']"
